"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"0701-RFGFI","Female","Month-to-month","Bank transfer (automatic)","95.4","4613.95","49","No","0"
"0019-EFAEP","Female","Two year","Bank transfer (automatic)","101.3","7261.25","72","No","0"
"5619-PTMIK","Female","Month-to-month","Electronic check","53.1","2459.8","46","No","0"
"3737-XBQDD","Male","Month-to-month","Bank transfer (automatic)","84.85","2048.8","24","No","0"
"5882-CMAZQ","Female","Month-to-month","Electronic check","34.25","163.55","5","No","0"
"5846-QFDFI","Female","Month-to-month","Credit card (automatic)","88.6","2888.7","33","No","0"
"4445-KWOKW","Female","One year","Bank transfer (automatic)","60.15","2421.6","42","No","0"
"3511-APPBJ","Male","One year","Credit card (automatic)","99.95","2292.75","23","No","0"
"7967-HYCDE","Male","Month-to-month","Bank transfer (automatic)","70.7","553.4","8","No","0"
"2430-RRYUW","Male","One year","Mailed check","54.8","3465.7","66","No","0"
"3723-BFBGR","Male","Month-to-month","Credit card (automatic)","54.8","1291.3","24","No","0"
"5447-WZAFP","Female","One year","Mailed check","100.3","5200.8","53","No","0"
"5110-CHOPY","Female","Two year","Electronic check","53.6","3237.05","60","No","0"
"4425-OWHWB","Female","One year","Credit card (automatic)","19.35","433.75","20","No","0"
"7892-QVYKW","Female","Month-to-month","Electronic check","85.6","1868.4","23","No","0"
"9675-ICXCT","Male","Two year","Electronic check","80.8","5728.55","72","No","0"
"4703-MQYKT","Male","Two year","Mailed check","19.6","390.4","21","No","0"
"5692-ICXLW","Male","Month-to-month","Electronic check","90.7","2845.15","31","No","0"
"0602-DDUML","Female","Two year","Mailed check","69.75","3894.4","57","No","0"
"2208-MPXIO","Female","Two year","Bank transfer (automatic)","20","886.4","45","No","0"
"1960-UYCNN","Male","Month-to-month","Electronic check","95.25","1021.55","10","No","0"
"3190-FZATL","Male","Month-to-month","Mailed check","19.95","268.4","14","No","0"
"7336-RLLRH","Male","One year","Mailed check","80.85","2204.35","27","No","0"
"7710-JSYOA","Female","Two year","Bank transfer (automatic)","93.3","6398.05","69","No","0"
"9885-MFVSU","Female","Two year","Credit card (automatic)","46.35","1662.05","35","No","0"
"0607-MVMGC","Male","One year","Credit card (automatic)","78.75","3600.65","45","No","0"
"3365-SAIGS","Female","Month-to-month","Electronic check","83.55","1329.15","17","No","0"
"8022-BECSI","Male","One year","Mailed check","19.6","422.5","22","No","0"
"9993-LHIEB","Male","Two year","Mailed check","67.85","4627.65","67","No","0"
"0266-CLZKZ","Female","Two year","Bank transfer (automatic)","105.65","6717.9","67","No","0"
"7020-OZKXZ","Female","Month-to-month","Credit card (automatic)","75.5","637.4","9","No","0"
"3977-QCRSL","Female","Month-to-month","Mailed check","20.15","117.95","5","No","0"
"0017-DINOC","Male","Two year","Credit card (automatic)","45.2","2460.55","54","No","0"
"7639-OPLNG","Male","Two year","Bank transfer (automatic)","79.25","5731.85","70","No","0"
"1492-QGCLU","Male","Month-to-month","Electronic check","85.7","4616.1","53","No","0"
"7328-OWMOM","Female","One year","Credit card (automatic)","20.1","589.25","31","No","0"
"4418-LZMSV","Male","Month-to-month","Bank transfer (automatic)","61.8","750.1","13","No","0"
"5155-AZQPB","Female","Month-to-month","Mailed check","49.9","1410.25","28","No","0"
"1087-GRUYI","Male","Two year","Bank transfer (automatic)","20.4","743.5","38","No","0"
"2546-KZAAT","Male","One year","Mailed check","75.4","3865.45","52","No","0"
"0181-RITDD","Male","Two year","Mailed check","108.15","6825.65","62","No","0"
"5989-PGKJB","Female","Month-to-month","Electronic check","86.25","1340.1","16","No","0"
"8272-ONJLV","Male","One year","Electronic check","95.7","1184","12","No","0"
"1488-PBLJN","Female","Two year","Bank transfer (automatic)","116.85","8477.7","72","No","0"
"0308-GIQJT","Male","One year","Bank transfer (automatic)","105.75","7382.85","71","No","0"
"3778-FOAQW","Female","One year","Mailed check","20.15","456.85","24","No","0"
"4452-ROHMO","Female","Two year","Mailed check","19.6","331.6","15","No","0"
"3090-LETTY","Male","Month-to-month","Bank transfer (automatic)","60.95","134.6","2","No","0"
"5349-AZPEW","Female","Month-to-month","Mailed check","25.05","125.5","5","No","0"
"9720-JJJOR","Male","One year","Bank transfer (automatic)","60.3","2511.3","41","No","0"
"8100-HZZLJ","Female","Month-to-month","Electronic check","63.95","2737.05","43","No","0"
"8775-ERLNB","Male","Month-to-month","Electronic check","74.3","74.3","1","No","0"
"8309-IEYJD","Female","Month-to-month","Mailed check","70.6","70.6","1","No","0"
"7398-HPYZQ","Male","Two year","Bank transfer (automatic)","90.55","6404","71","No","0"
"3546-GHEAE","Male","Two year","Mailed check","19.45","165.35","7","No","0"
"7361-YPXFS","Female","Month-to-month","Bank transfer (automatic)","64.45","1867.6","28","No","0"
"6557-BZXLQ","Male","Month-to-month","Electronic check","69.65","1043.3","16","No","0"
"2550-QHZGP","Male","One year","Mailed check","19.5","128.6","7","No","0"
"7519-JTWQH","Female","Two year","Bank transfer (automatic)","110.5","7455.45","69","No","0"
"2538-OIMXF","Female","Month-to-month","Mailed check","24.7","24.7","1","No","0"
"8543-MSDMF","Male","Month-to-month","Electronic check","77.4","206.15","3","No","0"
"1170-SASML","Female","Month-to-month","Bank transfer (automatic)","85.4","5869.4","69","No","0"
"4872-JCVCA","Female","Two year","Bank transfer (automatic)","47.6","3377.8","71","No","0"
"5346-BZCHP","Female","Two year","Mailed check","19.4","1346.2","69","No","0"
"2038-LLMLM","Female","Month-to-month","Electronic check","103.85","4946.05","48","No","0"
"1216-BGTSP","Male","Month-to-month","Credit card (automatic)","108.45","4964.7","45","No","0"
"4138-NAXED","Male","Month-to-month","Bank transfer (automatic)","81","4085.75","51","No","0"
"0744-BIKKF","Male","Two year","Bank transfer (automatic)","86.65","6224.8","72","No","0"
"7483-IQWIB","Male","Month-to-month","Electronic check","92.95","3415.25","37","No","0"
"5248-KWLAR","Male","Two year","Electronic check","90.35","6325.25","71","No","0"
"7996-MHXLW","Female","Two year","Credit card (automatic)","25.15","1683.6","66","No","0"
"7833-PKIHD","Male","One year","Bank transfer (automatic)","76.4","3966.3","51","No","0"
"7061-OVMIM","Female","One year","Bank transfer (automatic)","19.55","608.5","30","No","0"
"5153-RTHKF","Female","Month-to-month","Electronic check","85.35","2896.6","34","No","0"
"1852-QSWCD","Male","Two year","Mailed check","24.8","1514.85","64","No","0"
"4832-VRBMR","Male","One year","Bank transfer (automatic)","103.15","6792.45","65","No","0"
"9079-LWTFD","Male","Month-to-month","Mailed check","100.75","4669.2","47","No","0"
"3392-EHMNK","Female","Two year","Credit card (automatic)","94.1","6302.8","67","No","0"
"5986-WWXDV","Male","One year","Bank transfer (automatic)","19.35","779.2","39","No","0"
"3061-BCKYI","Male","Month-to-month","Mailed check","19.9","283.75","14","No","0"
"7901-TBKJX","Male","Month-to-month","Electronic check","101.05","5594","56","No","0"
"7228-PAQPD","Female","One year","Credit card (automatic)","59.1","772.85","14","No","0"
"7746-QYVCO","Male","One year","Mailed check","55.85","857.8","16","No","0"
"5804-HYIEZ","Male","Month-to-month","Electronic check","106.05","7554.05","70","No","0"
"9919-FZDED","Male","Two year","Credit card (automatic)","84.1","5981.65","72","No","0"
"5934-TSSAU","Female","Month-to-month","Credit card (automatic)","75.3","1702.9","23","No","0"
"3486-KHMLI","Male","Month-to-month","Mailed check","24.7","467.15","21","No","0"
"6784-XYJAE","Female","One year","Electronic check","55.8","1941.5","36","No","0"
"3933-DQPWX","Female","Two year","Credit card (automatic)","39.7","1932.75","50","No","0"
"6661-EIPZC","Female","Month-to-month","Credit card (automatic)","29.5","1423.05","48","No","0"
"8957-THMOA","Female","Two year","Credit card (automatic)","20.15","970.85","50","No","0"
"2251-PYLPB","Male","Two year","Credit card (automatic)","79.55","5810.9","72","No","0"
"5555-RNPGT","Male","Month-to-month","Credit card (automatic)","24.8","223.9","10","No","0"
"1057-FOGLZ","Female","Month-to-month","Mailed check","19.65","391.7","18","No","0"
"8087-LGYHQ","Male","Month-to-month","Electronic check","94.05","811.65","9","No","0"
"4137-BTIKL","Male","Month-to-month","Mailed check","90.75","174.75","2","No","0"
"2190-BCXEC","Female","Month-to-month","Credit card (automatic)","78.85","3126.85","40","No","0"
"6227-FBDXH","Male","One year","Bank transfer (automatic)","99.5","6841.45","69","No","0"
"2911-WDXMV","Male","Month-to-month","Credit card (automatic)","80.55","1406.65","18","No","0"
"7206-PQBBZ","Male","Month-to-month","Electronic check","70.2","834.7","11","No","0"
"4547-FZJWE","Male","One year","Credit card (automatic)","59.45","3157","55","No","0"
"7422-WNBTY","Male","Month-to-month","Electronic check","93.35","3092","33","No","0"
"0842-IWYCP","Female","Month-to-month","Bank transfer (automatic)","44.95","2168.9","46","No","0"
"3521-HTQTV","Male","Two year","Bank transfer (automatic)","26.1","980.35","34","No","0"
"3744-ZBHON","Female","Month-to-month","Electronic check","20.2","65.95","3","No","0"
"3373-DIUUN","Male","Two year","Mailed check","21.25","711.9","30","No","0"
"8383-SGHJU","Female","One year","Electronic check","59.4","1952.8","33","No","0"
"7607-QKKTJ","Male","One year","Credit card (automatic)","95","4368.85","45","No","0"
"7707-PYBBH","Male","Month-to-month","Mailed check","61.9","2647.1","40","No","0"
"8984-HPEMB","Female","Two year","Electronic check","118.65","8477.6","71","No","0"
"4139-DETXS","Female","Two year","Bank transfer (automatic)","64.45","4528","72","No","0"
"9779-DPNEJ","Female","Month-to-month","Electronic check","80.15","1790.65","22","No","0"
"9805-FILKB","Male","One year","Bank transfer (automatic)","20.2","845.6","46","No","0"
"5793-YOLJN","Female","Two year","Mailed check","21","1210.3","55","No","0"
"0673-IGUQO","Male","Month-to-month","Mailed check","20.45","20.45","1","No","0"
"4123-FCVCB","Female","One year","Mailed check","75.85","854.45","12","No","0"
"8819-IMISP","Male","Month-to-month","Electronic check","80.45","2429.1","31","No","0"
"8311-UEUAB","Female","Two year","Electronic check","75.5","5229.45","67","No","0"
"5858-EAFCZ","Male","Month-to-month","Mailed check","44.45","44.45","1","No","0"
"1163-ONYEY","Male","Month-to-month","Credit card (automatic)","74.55","3023.55","41","No","0"
"5656-MJEFC","Male","Two year","Credit card (automatic)","48.15","2032.3","42","No","0"
"6082-OQFBA","Male","One year","Mailed check","19.65","436.9","23","No","0"
"8974-OVACP","Female","Month-to-month","Mailed check","20.15","20.15","1","No","0"
"4010-YLMVT","Female","Month-to-month","Credit card (automatic)","106.6","5893.95","56","No","0"
"1379-FRVEB","Male","Month-to-month","Electronic check","91","1430.05","15","No","0"
"8612-GXIDD","Male","Two year","Bank transfer (automatic)","25.4","313","12","No","0"
"6288-CHQJB","Female","Two year","Bank transfer (automatic)","69.95","3871.85","54","No","0"
"8160-HOWOX","Female","Month-to-month","Electronic check","66.85","458.1","7","No","0"
"6648-INWPS","Male","Month-to-month","Electronic check","20.15","341.35","16","No","0"
"4223-BKEOR","Female","One year","Mailed check","64.85","1336.8","21","No","0"
"4079-VTGLK","Male","Two year","Electronic check","74.85","2181.75","30","No","0"
"1763-WQFUK","Male","Month-to-month","Mailed check","50.5","147.75","3","No","0"
"1391-UBDAR","Male","Month-to-month","Electronic check","72.9","818.45","11","No","0"
"8894-JVDCV","Female","One year","Credit card (automatic)","115.05","7133.45","62","No","0"
"2023-VQFDL","Male","Month-to-month","Electronic check","19","348.8","18","No","0"
"1345-GKDZZ","Male","Month-to-month","Mailed check","19.55","128.6","6","No","0"
"2014-MKGMH","Female","One year","Electronic check","101.1","4674.4","46","No","0"
"5628-FCGYG","Male","Month-to-month","Electronic check","84.1","1737.45","21","No","0"
"2560-WBWXF","Male","Two year","Bank transfer (automatic)","24.15","1498.85","68","No","0"
"0248-IPDFW","Female","Month-to-month","Electronic check","50.1","50.1","1","No","0"
"7978-DKUQH","Female","Month-to-month","Electronic check","74.6","1797.75","25","No","0"
"4335-UPJSI","Female","Two year","Mailed check","19.75","498.1","24","No","0"
"1784-EZDKJ","Male","One year","Bank transfer (automatic)","106.8","5498.8","51","No","0"
"9297-FVVDH","Female","Two year","Electronic check","84.5","4845.4","57","No","0"
"8007-YYPWD","Female","Two year","Bank transfer (automatic)","25.05","369.1","15","No","0"
"7101-HRBLJ","Female","Two year","Bank transfer (automatic)","83.7","6096.9","72","No","0"
"6635-CPNUN","Male","Month-to-month","Credit card (automatic)","96.6","2684.35","28","No","0"
"5453-YBTWV","Male","Two year","Credit card (automatic)","101.1","6994.8","70","No","0"
"5039-LZRQT","Female","One year","Mailed check","20.2","273.25","13","No","0"
"2931-VUVJN","Female","One year","Electronic check","94.05","5483.9","59","No","0"
"6418-PIQSP","Female","Two year","Mailed check","81","4985.9","62","No","0"
"8220-OCUFY","Female","One year","Electronic check","60.25","1258.35","21","No","0"
"3995-WFCSM","Female","Month-to-month","Electronic check","60.85","111.4","2","No","0"
"1895-QTKDO","Female","Month-to-month","Credit card (automatic)","43.95","43.95","1","No","0"
"2038-OEQZH","Male","Month-to-month","Electronic check","86.05","308.1","4","No","0"
"1178-PZGAB","Female","One year","Credit card (automatic)","20.25","383.65","19","No","0"
"2626-VEEWG","Male","Two year","Credit card (automatic)","19.4","1284.2","67","No","0"
"2878-RMWXY","Male","Two year","Credit card (automatic)","102.65","7550.3","72","No","0"
"1657-DYMBM","Male","Two year","Credit card (automatic)","19.9","1110.05","53","No","0"
"7311-MQJCH","Female","One year","Electronic check","19.55","99.6","5","No","0"
"7375-WMVMT","Male","Two year","Credit card (automatic)","95.5","6707.15","71","No","0"
"1136-XGEQU","Female","One year","Credit card (automatic)","84.15","4164.4","50","No","0"
"2530-FMFXO","Male","Two year","Electronic check","103.2","5873.75","56","No","0"
"6844-DZKRF","Male","Month-to-month","Credit card (automatic)","50.2","109.25","2","No","0"
"5970-GHJAW","Male","Two year","Credit card (automatic)","19.95","862.4","46","No","0"
"8879-XUAHX","Male","Two year","Electronic check","116.25","8564.75","71","No","0"
"3689-MOZGR","Female","Month-to-month","Electronic check","31.2","926.2","29","No","0"
"4195-PNGZS","Male","Two year","Bank transfer (automatic)","24.45","1718.2","69","No","0"
"5003-XZWWO","Male","Two year","Credit card (automatic)","84.2","5956.85","71","No","0"
"7622-FWGEW","Male","Two year","Bank transfer (automatic)","85.65","4824.45","56","No","0"
"6922-NCEDI","Male","One year","Mailed check","21.2","1238.65","56","No","0"
"9891-NQDBD","Female","One year","Mailed check","25.55","672.2","28","No","0"
"6131-IUNXN","Female","Month-to-month","Mailed check","20.2","382.2","19","No","0"
"8548-AWOFC","Male","Month-to-month","Electronic check","63.85","4264.6","66","No","0"
"9798-DRYDS","Female","One year","Mailed check","61.95","1070.7","17","No","0"
"8532-UEFWH","Male","Two year","Mailed check","25.75","1345.85","52","No","0"
"6296-DDOOR","Female","One year","Electronic check","58.2","1045.25","19","No","0"
"7951-VRDVK","Female","One year","Bank transfer (automatic)","85.85","3003.55","36","No","0"
"4815-YOSUK","Male","One year","Credit card (automatic)","104.9","7537.5","72","No","0"
"0380-NEAVX","Male","One year","Electronic check","99.85","3343.15","34","No","0"
"4365-MSDYN","Male","Month-to-month","Bank transfer (automatic)","19.55","161.15","8","No","0"
"7036-TYDEC","Female","Two year","Electronic check","104","7028.5","69","No","0"
"5802-ADBRC","Female","One year","Mailed check","104.4","5232.9","50","No","0"
"8076-FEZKJ","Male","One year","Mailed check","19.5","225.85","10","No","0"
"5197-YPYBZ","Female","Two year","Credit card (automatic)","25.25","274.7","12","No","0"
"4312-GVYNH","Female","Two year","Bank transfer (automatic)","49.85","3370.2","70","No","0"
"8495-LJDFO","Female","Month-to-month","Bank transfer (automatic)","108.95","7111.3","64","No","0"
"0839-JTCUD","Female","Two year","Credit card (automatic)","89.9","5958.85","66","No","0"
"5494-WOZRZ","Female","Two year","Credit card (automatic)","82","5999.85","71","No","0"
"1302-UHBDD","Male","Month-to-month","Electronic check","89.95","1648.45","20","No","0"
"2234-EOFPT","Male","Two year","Bank transfer (automatic)","79.35","5753.25","72","No","0"
"8619-IJNDK","Female","Two year","Credit card (automatic)","64.05","4492.9","71","No","0"
"8378-LKJAF","Male","Month-to-month","Credit card (automatic)","101.15","3956.7","38","No","0"
"1153-GNOLC","Male","One year","Electronic check","39.1","1309","33","No","0"
"3298-QEICA","Female","Two year","Mailed check","34.6","813.45","23","No","0"
"0788-DXBFY","Male","One year","Electronic check","19.55","1108.8","58","No","0"
"3597-YASZG","Female","Two year","Bank transfer (automatic)","104.45","7349.35","70","No","0"
"3496-LFSZU","Male","Month-to-month","Electronic check","70.5","294.2","4","No","0"
"5242-UOWHD","Male","Two year","Mailed check","20.35","929.2","45","No","0"
"6479-SZPLM","Male","Two year","Credit card (automatic)","19.45","754.5","36","No","0"
"8097-VBQTZ","Male","Month-to-month","Mailed check","69.9","3883.3","54","No","0"
"4500-HKANN","Male","Two year","Mailed check","59.7","1414.2","23","No","0"
"9917-KWRBE","Female","One year","Credit card (automatic)","78.35","3211.2","41","No","0"
"3420-ZDBMA","Male","Month-to-month","Mailed check","71.45","371.6","5","No","0"
"2212-LYASK","Male","One year","Credit card (automatic)","45.85","1246.4","27","No","0"
"1393-IMKZG","Female","Month-to-month","Electronic check","95.85","95.85","1","No","0"
"8069-RHUXK","Female","Two year","Credit card (automatic)","35.7","2545.7","67","No","0"
"3398-GCPMU","Female","Two year","Credit card (automatic)","89.55","6448.85","72","No","0"
"2908-WGAXL","Female","Two year","Credit card (automatic)","24.95","1468.9","56","No","0"
"3378-AJRAO","Male","One year","Electronic check","24.85","1013.6","44","No","0"
"1013-QCWAM","Female","Month-to-month","Electronic check","100.8","6690.75","66","No","0"
"6050-FFXES","Female","Two year","Bank transfer (automatic)","105.35","7240.65","69","No","0"
"0362-RAOQO","Female","Two year","Credit card (automatic)","19.65","830.25","40","No","0"
"9554-DFKIC","Male","Month-to-month","Bank transfer (automatic)","54.45","1588.7","30","No","0"
"5527-ACHSO","Female","Month-to-month","Mailed check","70.5","829.3","11","No","0"
"0829-DDVLK","Female","One year","Credit card (automatic)","20.1","302.45","15","No","0"
"1399-UBQIU","Male","Month-to-month","Electronic check","69.35","712.25","11","No","0"
"1813-JLKWR","Female","One year","Bank transfer (automatic)","19.8","1336.65","64","No","0"
"0336-PIKEI","Male","Two year","Bank transfer (automatic)","74.4","5360.75","72","No","0"
"7322-OCWHC","Male","Two year","Bank transfer (automatic)","93.05","6735.05","72","No","0"
"9537-VHDTA","Female","Month-to-month","Mailed check","51.2","51.2","1","No","0"
"4957-TIALW","Female","One year","Credit card (automatic)","65.6","1010","15","No","0"
"2054-PJOCK","Female","One year","Credit card (automatic)","80.55","4847.05","60","No","0"
"9150-HEPMB","Male","One year","Mailed check","52.7","3019.7","56","No","0"
"9030-QGZNL","Female","Two year","Mailed check","20.85","161.65","8","No","0"
"3126-WQMGH","Female","Month-to-month","Credit card (automatic)","52.15","2583.75","49","No","0"
"7176-WRTNX","Male","Two year","Bank transfer (automatic)","114.95","7711.25","70","No","0"
"5732-IKGQH","Male","One year","Bank transfer (automatic)","104.45","5481.25","52","No","0"
"9239-GZHZE","Female","Two year","Credit card (automatic)","113.65","8124.2","72","No","0"
"7205-BAIAD","Female","Two year","Bank transfer (automatic)","20.6","827.3","40","No","0"
"0093-EXYQL","Female","Month-to-month","Electronic check","91.55","3673.6","40","No","0"
"8064-RAVOH","Male","Month-to-month","Electronic check","49.85","49.85","1","No","0"
"0219-QAERP","Male","One year","Credit card (automatic)","19.8","576.65","30","No","0"
"9168-INPSZ","Female","Month-to-month","Electronic check","104.15","4495.65","44","No","0"
"0015-UOCOJ","Female","Month-to-month","Electronic check","48.2","340.35","7","No","0"
"5334-AFQJB","Male","Two year","Credit card (automatic)","25.1","1789.9","72","No","0"
"2754-SDJRD","Female","Month-to-month","Credit card (automatic)","100.15","908.55","8","No","0"
"8963-JLGJT","Male","Month-to-month","Mailed check","55.9","157.55","3","No","0"
"1465-LNTLJ","Male","Month-to-month","Credit card (automatic)","64.4","581.7","8","No","0"
"2135-DQWAQ","Female","Month-to-month","Mailed check","85.3","420.45","5","No","0"
"4056-QHXHZ","Female","Two year","Mailed check","107.45","7576.7","72","No","0"
"7401-JIXNM","Female","Two year","Credit card (automatic)","91.3","4965","54","No","0"
"9339-FIIJL","Male","Two year","Bank transfer (automatic)","85.95","6151.9","72","No","0"
"4706-DGAHW","Male","Month-to-month","Electronic check","45.2","45.2","1","No","0"
"6670-MFRPK","Male","Two year","Credit card (automatic)","79.2","5420.65","69","No","0"
"6177-PEVRA","Female","Two year","Credit card (automatic)","55.5","2627.35","48","No","0"
"4813-HQMGZ","Female","Month-to-month","Electronic check","90.25","743.75","8","No","0"
"7579-KKLOE","Male","Two year","Mailed check","91.25","6589.6","71","No","0"
"8402-EIVQS","Male","One year","Credit card (automatic)","100.9","6733.15","67","No","0"
"4947-DSMXK","Male","Month-to-month","Bank transfer (automatic)","97.7","3410","34","No","0"
"7245-NIIWQ","Female","Month-to-month","Electronic check","69.85","199.85","3","No","0"
"0002-ORFBO","Female","One year","Mailed check","65.6","593.3","9","No","0"
"3324-OIRTO","Male","One year","Bank transfer (automatic)","104.65","7288.4","71","No","0"
"5414-OFQCB","Male","Two year","Credit card (automatic)","90.45","5229.8","57","No","0"
"4967-WPNCF","Male","Two year","Bank transfer (automatic)","63.7","4464.8","72","No","0"
"8552-OBVRU","Female","Month-to-month","Electronic check","104.5","5068.05","48","No","0"
"8499-BRXTD","Male","One year","Mailed check","20.1","401.85","18","No","0"
"9154-QDGTH","Male","One year","Credit card (automatic)","104.3","4451.85","43","No","0"
"8197-BFWVU","Female","Two year","Bank transfer (automatic)","93.25","6688.95","72","No","0"
"2577-GVSIL","Male","One year","Bank transfer (automatic)","73.45","2661.1","35","No","0"
"9367-OIUXP","Male","Month-to-month","Mailed check","20.7","73.05","4","No","0"
"6770-UAYGJ","Female","Two year","Mailed check","25.25","1211.65","49","No","0"
"6463-HHXJR","Female","Two year","Bank transfer (automatic)","100.5","7030.65","71","No","0"
"7928-VJYAB","Male","Month-to-month","Electronic check","90.6","1020.2","11","No","0"
"1187-WILMM","Male","Two year","Credit card (automatic)","89.4","5597.65","63","No","0"
"9776-OJUZI","Female","Month-to-month","Bank transfer (automatic)","95.45","6223.3","65","No","0"
"1306-RPWXZ","Female","Two year","Credit card (automatic)","20.45","1024.65","49","No","0"
"3097-PYWXL","Female","Month-to-month","Electronic check","19.95","82.9","4","No","0"
"2266-SJNAT","Female","One year","Credit card (automatic)","109.15","7789.6","72","No","0"
"0869-PAPRP","Female","Month-to-month","Credit card (automatic)","85.7","2067","26","No","0"
"4238-JSSWH","Female","Month-to-month","Bank transfer (automatic)","102.05","3452.55","35","No","0"
"2972-YDYUW","Female","One year","Electronic check","94.7","5468.95","57","No","0"
"1104-FEJAM","Male","Month-to-month","Electronic check","64.4","1802.15","28","No","0"
"2809-ILCYT","Female","One year","Mailed check","26.8","733.55","25","No","0"
"5499-ECUTN","Female","One year","Credit card (automatic)","66.05","3021.45","47","No","0"
"4981-FLTMF","Female","Month-to-month","Bank transfer (automatic)","65.2","3687.85","57","No","0"
"9121-PHQSR","Male","Month-to-month","Credit card (automatic)","85.05","1391.15","16","No","0"
"3113-IWHLC","Male","Month-to-month","Mailed check","55.8","274.35","5","No","0"
"4277-BWBML","Male","Two year","Bank transfer (automatic)","19.95","1322.85","72","No","0"
"0234-TEVTT","Female","One year","Credit card (automatic)","45","2196.3","48","No","0"
"4304-TSPVK","Female","Two year","Bank transfer (automatic)","114.9","7843.55","68","No","0"
"1552-AAGRX","Female","Month-to-month","Bank transfer (automatic)","106.4","3211.9","30","No","0"
"2637-FKFSY","Female","Month-to-month","Mailed check","46.1","130.15","3","No","0"
"9796-MVYXX","Female","Two year","Mailed check","39.7","692.35","14","No","0"
"7874-ECPQJ","Female","Month-to-month","Bank transfer (automatic)","20.05","85.5","4","No","0"
"0020-INWCK","Female","Two year","Credit card (automatic)","95.75","6849.4","71","No","0"
"7089-RKVSZ","Male","One year","Mailed check","24.4","203.95","8","No","0"
"2683-JXWQQ","Male","Month-to-month","Bank transfer (automatic)","33.6","2117.2","61","No","0"
"9548-ZMVTX","Male","Two year","Bank transfer (automatic)","90.45","6565.85","72","No","0"
"8739-XNIKG","Female","Month-to-month","Electronic check","84","424.75","5","No","0"
"9755-JHNMN","Female","Two year","Bank transfer (automatic)","67.4","3306.85","49","No","0"
"3981-QSVQI","Male","Month-to-month","Bank transfer (automatic)","19.7","168.9","8","No","0"
"2789-HQBOU","Male","Month-to-month","Electronic check","80.35","253.8","3","No","0"
"9424-CMPOG","Male","Two year","Mailed check","19.6","197.4","9","No","0"
"5067-WJEUN","Male","Two year","Bank transfer (automatic)","54.2","3838.2","67","No","0"
"3450-WXOAT","Male","Month-to-month","Credit card (automatic)","45.2","2065.15","46","No","0"
"9251-WNSOD","Female","One year","Mailed check","75.1","5064.45","67","No","0"
"6974-DAFLI","Female","One year","Electronic check","19.7","1140.05","55","No","0"
"2616-UUTFK","Male","Month-to-month","Bank transfer (automatic)","72.75","2447.45","33","No","0"
"7064-JHXCE","Male","Two year","Credit card (automatic)","20.05","1263.9","62","No","0"
"7989-AWGEH","Male","Month-to-month","Electronic check","39.2","1838.15","49","No","0"
"4373-VVHQL","Male","Month-to-month","Electronic check","44.75","44.75","1","No","0"
"4559-UWIHT","Male","Month-to-month","Electronic check","82.65","1185","14","No","0"
"7268-IGMFD","Male","Month-to-month","Bank transfer (automatic)","93.9","1743.9","18","No","0"
"6650-BWFRT","Female","Two year","Credit card (automatic)","117.15","8529.5","72","No","0"
"9570-KYEUA","Male","Two year","Credit card (automatic)","99.25","6549.45","64","No","0"
"6993-YGFJV","Male","Two year","Bank transfer (automatic)","112.55","7806.5","69","No","0"
"2712-SYWAY","Female","Month-to-month","Electronic check","25.7","25.7","1","No","0"
"0730-BGQGF","Male","Two year","Credit card (automatic)","90.3","6287.3","71","No","0"
"5498-IBWPI","Female","One year","Credit card (automatic)","49.4","3251.85","66","No","0"
"9101-NTIXF","Male","Month-to-month","Mailed check","19.4","50.6","2","No","0"
"0013-SMEOE","Female","Two year","Bank transfer (automatic)","109.7","7904.25","71","No","0"
"9314-QDMDW","Male","One year","Electronic check","61.25","729.95","11","No","0"
"9308-ANMVE","Male","Month-to-month","Electronic check","55.3","2654.05","47","No","0"
"3413-DHLPB","Male","Month-to-month","Bank transfer (automatic)","103.75","5969.95","60","No","0"
"7649-PHJVR","Male","One year","Mailed check","19.5","226.8","11","No","0"
"6114-TCFID","Female","One year","Credit card (automatic)","39.5","1082.75","29","No","0"
"3787-TRIAL","Male","Month-to-month","Electronic check","26.05","565.75","21","No","0"
"2573-GYRUU","Male","Month-to-month","Credit card (automatic)","91.05","4370.75","48","No","0"
"5156-UMKOW","Female","Month-to-month","Mailed check","29.65","90.05","3","No","0"
"1247-QBVSH","Female","Month-to-month","Mailed check","50.2","2169.4","43","No","0"
"6734-GMPVK","Male","Month-to-month","Electronic check","105.3","550.6","5","No","0"
"9822-OAOVB","Female","Month-to-month","Electronic check","55.45","55.45","1","No","0"
"6161-ERDGD","Male","One year","Electronic check","85.45","6300.85","71","No","0"
"1226-JZNKR","Female","One year","Electronic check","19.8","160.05","8","No","0"
"7318-EIVKO","Male","Month-to-month","Electronic check","59.25","436.6","8","No","0"
"3771-PZOBW","Male","Month-to-month","Credit card (automatic)","90.7","1781.35","20","No","0"
"8231-BSWXX","Male","One year","Credit card (automatic)","79.05","5552.5","71","No","0"
"6486-LHTMA","Female","One year","Electronic check","90.7","2835.5","31","No","0"
"4083-BFNYK","Female","One year","Credit card (automatic)","95","3591.25","38","No","0"
"7389-KBFIT","Female","Month-to-month","Mailed check","30.25","63.75","2","No","0"
"7176-WIONM","Female","Month-to-month","Bank transfer (automatic)","49.85","617.15","12","No","0"
